accessionNumber,filingDate,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,Ticker,CIK
0001626431-18-000118,2018-09-19,4,,,,9517,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000117,2018-09-19,4,,,,4733,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000116,2018-09-19,4,,,,6260,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000115,2018-09-14,4,,,,6508,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000114,2018-09-14,4,,,,9714,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000113,2018-09-14,4,,,,6376,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000112,2018-09-14,4,,,,6321,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000111,2018-09-14,4,,,,6362,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000110,2018-09-14,4,,,,6417,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000109,2018-09-14,4,,,,6511,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000108,2018-09-10,4,,,,6863,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000107,2018-09-05,4,,,,6138,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000106,2018-09-05,4,,,,6147,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000105,2018-09-05,4,,,,6817,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000104,2018-09-05,4,,,,8090,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000103,2018-09-05,4,,,,8101,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000102,2018-09-05,4,,,,9217,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000101,2018-09-05,4,,,,6181,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000100,2018-09-05,4,,,,4251,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000099,2018-08-31,4,,,,4399,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000098,2018-08-31,4,,,,9216,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000097,2018-08-31,4,,,,4428,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000096,2018-08-31,4,,,,4251,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000095,2018-08-30,4,,,,7039,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000094,2018-08-30,4,,,,8628,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000093,2018-08-30,4,,,,5163,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000092,2018-08-30,4,,,,4479,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000091,2018-08-30,4,,,,5156,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000090,2018-08-30,4,,,,6255,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000089,2018-08-30,4,,,,6198,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000088,2018-08-30,4,,,,5801,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000087,2018-08-30,4,,,,5471,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000086,2018-08-30,4,,,,6095,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000085,2018-08-30,4,,,,6294,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000084,2018-08-30,4,,,,6104,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000083,2018-08-30,4,,,,4386,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000082,2018-08-30,4,,,,4393,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000081,2018-08-30,4,,,,5064,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000080,2018-08-30,4,,,,4386,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000079,2018-08-30,4,,,,4399,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000078,2018-08-30,4,,,,4428,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000077,2018-08-30,4,,,,4251,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000076,2018-08-16,4,,,,4393,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000075,2018-08-16,4,,,,4385,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000074,2018-08-10,4,,,,4874,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000073,2018-08-10,4,,,,9218,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000072,2018-08-08,4,,,,9218,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000068,2018-08-06,4,,,,5544,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000067,2018-07-27,4,,,,9216,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000066,2018-06-26,4,,,,4385,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000065,2018-06-15,4,,,,6507,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000064,2018-06-15,4,,,,9715,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000063,2018-06-15,4,,,,6517,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000062,2018-06-15,4,,,,6320,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000061,2018-06-15,4,,,,6361,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000060,2018-06-15,4,,,,6558,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000059,2018-06-15,4,,,,6510,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000058,2018-06-08,4,,,,4909,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000057,2018-06-06,4,,,,4786,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000056,2018-06-01,4,,,,4249,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000055,2018-05-30,4,,,,7181,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000054,2018-05-30,4,,,,8628,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000053,2018-05-30,4,,,,5163,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000052,2018-05-30,4,,,,4479,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000051,2018-05-30,4,,,,5156,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000050,2018-05-30,4,,,,6255,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000049,2018-05-30,4,,,,6195,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000048,2018-05-30,4,,,,5800,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000047,2018-05-30,4,,,,6237,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000046,2018-05-30,4,,,,6152,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000043,2018-05-30,4,,,,5471,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0001626431-18-000042,2018-05-30,4,,,,6246,0,0,xslF345X03/edgar.xml,PRIMARY DOCUMENT,MSFT,0000789019
0000950170-24-115045,2024-10-16,4,,,,8388,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-114821,2024-10-15,4,,,,24620,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-114771,2024-10-15,4,,,,7175,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-114761,2024-10-15,4,,,,14737,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-111591,2024-10-02,4,,,,10009,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-111510,2024-10-02,4,,,,7174,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-110479,2024-09-30,4,,,,10537,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-110107,2024-09-27,4,,,,16342,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-110028,2024-09-27,4,,,,15201,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-109952,2024-09-27,4,,,,9586,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-109916,2024-09-27,4,,,,9589,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-109740,2024-09-26,4,,,,15192,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-109735,2024-09-26,4,,,,14440,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-109725,2024-09-26,4,,,,8630,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-109142,2024-09-24,4,,,,9485,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107936,2024-09-18,4,,,,8386,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107927,2024-09-18,4,,,,9709,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107901,2024-09-18,4,,,,10587,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107867,2024-09-18,4,,,,12306,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107836,2024-09-18,4,,,,13074,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107702,2024-09-18,4,,,,12428,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107680,2024-09-18,4,,,,9073,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107673,2024-09-18,4,,,,11276,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107669,2024-09-18,4,,,,21613,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107653,2024-09-18,4,,,,11279,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107649,2024-09-18,4,,,,15316,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107646,2024-09-18,4,,,,13671,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107567,2024-09-17,4,,,,10515,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107535,2024-09-17,4,,,,6945,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-107513,2024-09-17,4,,,,12293,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-106720,2024-09-16,4,,,,11759,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-105252,2024-09-10,4,,,,7174,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-104325,2024-09-06,4,,,,8829,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-104145,2024-09-05,4,,,,17489,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-103909,2024-09-05,4,,,,10012,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-102976,2024-09-03,4,,,,7173,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-101168,2024-08-27,4,,,,9586,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-099613,2024-08-21,4,,,,8386,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-098822,2024-08-19,4,,,,8906,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-098138,2024-08-16,4,,,,10604,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-095703,2024-08-12,4,,,,15087,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-094779,2024-08-09,4,,,,8059,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-093141,2024-08-07,4,,,,13008,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-090220,2024-08-02,4,,,,7170,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-088112,2024-07-30,4,,,,12715,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-087040,2024-07-26,4,,,,9579,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-087025,2024-07-26,4,,,,7275,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-084634,2024-07-18,4,,,,9990,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-084027,2024-07-16,4,,,,12622,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-081916,2024-07-05,4,,,,8902,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-081914,2024-07-05,4,,,,18169,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-081911,2024-07-05,4,,,,10179,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-081909,2024-07-05,4,,,,9670,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-081905,2024-07-05,4,,,,11868,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-081827,2024-07-05,4,,,,7486,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-081819,2024-07-05,4,,,,8059,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-081571,2024-07-03,4,,,,8371,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-080932,2024-07-02,4,,,,7173,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-080252,2024-07-02,4,,,,13942,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-078703,2024-06-27,4,,,,15154,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-078628,2024-06-27,4,,,,9582,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-078601,2024-06-27,4,,,,15242,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-078388,2024-06-27,4,,,,15193,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-078107,2024-06-26,4,,,,14440,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-078083,2024-06-26,4,,,,8630,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0000950170-24-076275,2024-06-21,4,,,,8382,0,0,xslF345X05/ownership.xml,4,GOOGL,0001652044
0001209191-24-005905,2024-06-18,4,,,,8988,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005903,2024-06-18,4,,,,12155,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005901,2024-06-18,4,,,,12144,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005899,2024-06-18,4,,,,12912,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005897,2024-06-18,4,,,,22324,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005895,2024-06-18,4,,,,13423,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005893,2024-06-18,4,,,,15117,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005891,2024-06-18,4,,,,9450,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005889,2024-06-18,4,,,,11863,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005887,2024-06-18,4,,,,11785,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005885,2024-06-18,4,,,,11821,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005882,2024-06-18,4,,,,11106,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005872,2024-06-18,4,,,,7167,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005854,2024-06-12,4,,,,22275,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005809,2024-06-05,4,,,,10527,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005788,2024-06-03,4,,,,7376,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005786,2024-06-03,4,,,,14830,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005762,2024-05-29,4,,,,10133,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005652,2024-05-15,4,,,,8748,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005640,2024-05-14,4,,,,7395,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005630,2024-05-13,4,,,,19180,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005506,2024-05-03,4,,,,7511,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005503,2024-05-03,4,,,,9224,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005501,2024-05-03,4,,,,8174,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005499,2024-05-03,4,,,,8257,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005457,2024-05-01,4,,,,12287,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005437,2024-04-30,4,,,,8342,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005394,2024-04-26,4,,,,9665,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005392,2024-04-26,4,,,,10152,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005330,2024-04-17,4,,,,6403,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005305,2024-04-15,4,,,,15893,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005228,2024-04-04,4,,,,10508,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005191,2024-04-02,4,,,,14087,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005189,2024-04-02,4,,,,7395,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005187,2024-04-02,4,,,,8262,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005134,2024-03-29,4,,,,7443,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005132,2024-03-29,4,,,,8341,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005096,2024-03-26,4,,,,12809,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005094,2024-03-26,4,,,,12855,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005092,2024-03-26,4,,,,10152,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005090,2024-03-26,4,,,,12069,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005086,2024-03-26,4,,,,12773,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005083,2024-03-26,4,,,,9157,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-005015,2024-03-20,4,,,,8727,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-004957,2024-03-19,4,,,,9667,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-004784,2024-03-12,4,,,,11833,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-004710,2024-03-08,4,,,,14837,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-004707,2024-03-08,4,,,,7259,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-004611,2024-03-06,4,,,,10509,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-004226,2024-03-04,4,,,,6481,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-004133,2024-02-29,4,,,,8342,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-004023,2024-02-27,4,,,,9238,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-003905,2024-02-23,4,,,,7353,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-003845,2024-02-22,4,,,,8729,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-003823,2024-02-22,4,,,,14532,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-003227,2024-02-13,4,,,,11062,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-003209,2024-02-13,4,,,,22020,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-003067,2024-02-09,4,,,,9959,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-003065,2024-02-09,4,,,,9280,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-003063,2024-02-09,4,,,,10042,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-003059,2024-02-09,4,,,,9994,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-002998,2024-02-08,4,,,,8731,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-002588,2024-02-01,4,,,,6481,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-002451,2024-01-30,4,,,,8343,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-002324,2024-01-26,4,,,,9246,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-001796,2024-01-17,4,,,,10505,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-001498,2024-01-12,4,,,,12271,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-001401,2024-01-10,4,,,,13742,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-000702,2024-01-04,4,,,,8265,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-000683,2024-01-04,4,,,,10506,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-000278,2024-01-03,4,,,,14077,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-24-000150,2024-01-02,4,,,,6481,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-23-060025,2023-12-29,4,,,,7442,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-23-060024,2023-12-29,4,,,,9447,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-23-059848,2023-12-27,4,,,,16237,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-23-059844,2023-12-27,4,,,,13628,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-23-059838,2023-12-27,4,,,,16320,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-23-059836,2023-12-27,4,,,,16238,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
0001209191-23-059827,2023-12-27,4,,,,15534,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,GOOGL,0001652044
